Loan_ID,Customer_ID,Branch_ID,Loan_Type,Loan_Amount,Interest_Rate,Loan_Tenure_Years,Loan_Status,Disbursed_Date
L03392,C00583,B03,Education Loan,1838487,7.6,20,Active,2022-02-15
L03393,C02706,B01,Car Loan,4383686,8.9,21,Active,2023-05-23
L03394,C02060,B05,Car Loan,515256,13.1,14,Default,2024-05-03
L03395,C00477,B04,Car Loan,1536450,12.8,21,Active,2023-01-01
L03396,C06736,B05,Home Loan,4268291,12.1,8,Active,2024-03-31
L03397,C05180,B03,Education Loan,2749495,12.8,9,Default,2023-11-23
L03398,C05126,B05,Education Loan,1480322,11.0,24,Delayed,2023-09-03
L03399,C00057,B04,Home Loan,3376240,7.6,23,Active,2022-02-13
L03400,C15738,B05,Education Loan,4943721,13.1,13,Default,2023-06-02
L03401,C18976,B02,Personal Loan,1769625,13.6,15,Delayed,2024-04-06
L03402,C14761,B04,Personal Loan,1415245,12.3,10,Active,2022-02-22
L03403,C03404,B03,Education Loan,850188,12.7,8,Active,2023-03-30
L03404,C15643,B04,Education Loan,3211983,9.1,16,Active,2022-10-23
L03405,C05310,B02,Home Loan,2389608,9.6,3,Active,2023-10-13
L03406,C06030,B02,Home Loan,4660561,12.1,14,Active,2022-06-25
L03407,C15972,B05,Personal Loan,914205,10.0,9,Active,2023-10-12
L03408,C04209,B03,Personal Loan,1456107,9.4,7,Active,2022-03-26
L03409,C19900,B05,Personal Loan,4166218,14.1,17,Actve,2024-03-16
L03410,C17138,B02,Home Loan,2246228,12.7,20,Closed,2023-09-15
L03411,C12411,B02,Car Loan,2420695,8.4,7,Actve,2023-08-17
L03412,C10100,B03,Car Loan,2263473,14.6,11,Default,2024-06-01
L03413,C05067,B01,Education Loan,3585280,12.0,18,Active,2022-09-21
L03414,C13085,B03,Personal Loan,2752210,13.9,4,Active,2022-09-20
L03415,C09059,B01,Personal Loan,687276,12.2,15,Active,2022-08-11
L03416,C12980,B01,Car Loan,1972640,11.5,30,Active,2022-10-14
L03417,C01194,B01,Personal Loan,3330132,13.5,11,Delayed,2022-04-05
L03418,C07398,B02,Home Loan,2759976,11.5,27,Active,2023-06-09
L03419,C02181,B04,Home Loan,3146978,13.0,25,Active,2023-06-20
L03420,C08268,B02,Car Loan,3214580,12.3,27,Delayed,2022-05-20
L03421,C14192,B01,Personal Loan,830854,13.6,24,Active,2023-10-29
L03422,C02277,B05,Car Loan,1655450,14.2,14,Closed,2023-10-21
L03423,C16590,B01,Home Loan,578463,13.5,5,Active,2022-07-30
L03424,C16531,B04,Personal Loan,99999999,15.3,16,Default,2023-06-05
L03425,C05403,B03,Home Loan,1760899,15.5,19,Active,2022-11-15
L03426,C03874,B01,Home Loan,1194573,8.4,10,Active,2024-05-24
L03427,C14768,B04,Car Loan,3580567,12.7,14,Default,2023-03-25
L03428,C15324,B01,Personal Loan,1450819,12.5,23,Active,2023-09-12
L03429,C12808,B01,Home Loan,1001683,7.9,15,Active,2022-04-03
L03430,C02951,B01,Education Loan,575861,10.8,11,Closed,2023-03-20
L03431,C10194,B01,Home Loan,1698880,9.8,24,Active,2024-01-05
L03432,C05110,B02,Car Loan,99999999,11.1,13,Active,2022-01-17
L03433,C05786,B01,Education Loan,1465674,14.1,28,Active,2022-06-29
L03434,C11573,B01,Education Loan,2256999,10.0,26,Active,2023-09-23
L03435,C19705,B01,Education Loan,2593972,15.4,24,Delayed,2023-12-23
L03436,C03967,B02,Personal Loan,1600238,15.0,6,Closed,2023-04-07
L03437,C04960,B01,Home Loan,3750794,12.9,30,Active,2022-11-28
L03438,C04926,B02,Personal Loan,3420646,15.9,5,Active,2022-02-10
L03439,C04174,B04,Home Loan,307419,7.6,19,Active,2022-09-29
L03440,C18867,B01,Education Loan,1942005,10.5,13,Default,2022-08-29
L03441,C02199,B05,Car Loan,4053696,9.6,17,Active,2023-03-06
L03442,C03895,B03,Home Loan,2577460,8.7,17,Active,2023-01-09
L03443,C13180,B02,Home Loan,727010,14.0,19,Delayed,2022-11-25
L03444,C07014,B01,Home Loan,1961617,11.8,16,Delayed,2023-09-29
L03445,C18025,B01,Car Loan,2010314,15.3,28,Active,2022-04-29
L03446,C11856,B04,Home Loan,1503284,10.9,10,Default,2023-11-06
L03447,C02684,B01,Personal Loan,1358550,15.7,15,Active,2022-07-12
L03448,C09661,B03,Personal Loan,4855042,12.9,8,Default,2024-03-03
L03449,C02089,B01,Home Loan,3798394,10.6,4,Active,2024-01-02
L03450,C08534,B03,Home Loan,245586,13.0,13,Active,2022-01-11
L03451,C18089,B05,Education Loan,4438381,15.1,14,Closed,2022-03-24
L03452,C09593,B05,Home Loan,1751734,8.0,6,Active,2023-05-28
L03453,C13212,B03,Education Loan,1404808,11.2,27,Closed,2022-01-14
L03454,C07745,B02,Car Loan,3392349,-1.0,18,Default,2024-01-10
L03455,C19381,B02,Home Loan,4712395,12.8,12,Active,2022-09-23
L03456,C11917,B02,Personal Loan,2417372,7.6,23,Default,2024-01-30
L03457,C14206,B02,Personal Loan,4649243,11.9,13,Delayed,2023-12-11
L03458,C15935,B04,Education Loan,2582598,9.2,4,Active,2023-08-31
L03459,C15435,B01,Home Loan,2601175,9.2,19,Active,2022-06-07
L03460,C18848,B05,Car Loan,2995452,13.8,26,Active,2024-05-21
L03461,C09235,B01,Personal Loan,4744402,8.9,28,Active,2024-05-24
L03462,C03240,B04,Car Loan,3859348,-1.0,10,Default,2024-03-08
L03463,C04767,B04,Home Loan,3343657,10.8,19,Active,2023-09-06
L03464,C04804,B04,Home Loan,691706,11.3,24,Closed,2022-10-20
L03465,C11383,B04,Car Loan,1190993,10.5,14,Active,2023-09-28
L03466,C01749,B03,Personal Loan,488575,11.9,7,Active,2023-10-25
L03467,C07165,B01,Car Loan,2135754,10.6,18,Active,2024-01-17
L03468,C14599,B04,Personal Loan,1802025,10.0,4,Default,2022-07-19
L03469,C09395,B02,Education Loan,331140,11.8,19,Delayed,2024-04-05
L03470,C06702,B02,Home Loan,2393773,7.8,9,Active,2023-06-24
L03471,C10314,B05,Home Loan,1260296,7.7,8,Default,2022-08-06
L03472,C02585,B01,Personal Loan,4124891,14.9,27,Delayed,2022-07-15
L03473,C00532,B03,Home Loan,2275374,13.1,10,Active,2022-03-31
L03474,C14398,B02,Car Loan,256553,10.4,17,Default,2023-04-02
L03475,C12171,B01,Home Loan,3663781,10.5,12,Active,2022-04-15
L03476,C13742,B05,Home Loan,3228856,10.5,25,Delayed,2023-06-02
L03477,C07171,B04,Home Loan,3745665,14.9,7,Active,2022-05-21
L03478,C04441,B03,Home Loan,1813796,15.8,18,Active,2024-06-05
L03479,C16243,B05,Personal Loan,4730984,10.1,15,Active,2022-08-12
L03480,C14664,B02,Personal Loan,2355477,13.4,29,Active,2022-05-15
L03481,C01127,B02,Education Loan,3144992,9.6,5,Delayed,2022-10-27
L03482,C19342,B01,Education Loan,2929200,13.8,10,Active,2023-02-06
L03483,C11124,B04,Personal Loan,2960295,15.6,20,Closed,2023-05-05
L03484,C05887,B05,Education Loan,1246766,7.8,4,Active,2024-01-18
L03485,C07201,B05,Personal Loan,2436956,8.0,19,Active,2024-01-11
L03486,C10962,B01,Education Loan,1188225,14.3,11,Active,2024-02-25
L03487,C01866,B02,Personal Loan,1326209,11.3,29,Closed,2022-11-27
L03488,C01619,B05,Education Loan,3894873,12.2,15,Default,2022-06-18
L03489,C08274,B05,Home Loan,3968448,10.8,28,Default,2023-03-25
L03490,C19124,B02,Education Loan,4193526,8.0,12,Active,2022-01-24
L03491,C08186,B03,Education Loan,3074070,10.9,7,Closed,2023-12-15
L03492,C17160,B03,Home Loan,1456173,8.8,18,Active,2022-01-18
L03493,C15067,B01,Education Loan,732383,10.3,29,Closed,2023-05-10
L03494,C16951,B02,Car Loan,3221184,9.0,18,Active,2024-03-11
L03495,C03041,B04,Home Loan,4420053,14.8,10,Closed,2024-03-13
L03496,C19952,B04,Personal Loan,2677412,9.6,11,Active,2022-12-03
L03497,C16608,B01,Home Loan,1538781,12.5,9,Active,2022-05-01
L03498,C17166,B03,Personal Loan,3060890,15.9,28,Active,2023-12-02
L03499,C00959,B02,Personal Loan,995209,15.9,6,Default,2022-11-12
L03500,C05327,B04,Personal Loan,4346221,13.1,13,Active,2022-03-06
L03501,C10315,B04,Education Loan,2049144,10.1,12,Active,2023-04-08
L03502,C12610,B04,Personal Loan,3069963,11.8,17,Active,2022-05-11
L03503,C12981,B03,Personal Loan,3447444,11.8,30,Closed,2023-08-24
L03504,C19572,B02,Car Loan,4323232,15.0,17,Default,2022-07-28
L03505,C00287,B01,Car Loan,1827900,13.6,13,Active,2023-03-19
L03506,C05005,B04,Home Loan,2466498,15.0,27,Default,2024-01-16
L03507,C01383,B05,Car Loan,1987414,7.6,6,Active,2024-06-05
L03508,C10667,B03,Home Loan,503361,15.8,23,Active,2022-01-25
L03509,C05471,B01,Car Loan,1678451,13.3,4,Active,2023-07-16
L03510,C12334,B03,Home Loan,963576,15.4,10,Active,2023-08-13
L03511,C07630,B01,Education Loan,3785799,14.2,19,Active,2022-02-14
L03512,C05095,B05,Car Loan,3300611,13.5,22,Active,2022-12-18
L03513,C06931,B04,Education Loan,723967,-1.0,4,Active,2022-01-04
L03514,C12626,B05,Home Loan,2020317,-1.0,8,Delayed,2023-09-27
L03515,C19427,B04,Education Loan,304908,9.3,5,Active,2023-09-05
L03516,C03410,B05,Home Loan,2461177,11.7,30,Active,2024-03-20
L03517,C03339,B03,Home Loan,1348371,14.1,3,Active,2023-04-24
L03518,C19258,B05,Car Loan,3763137,-1.0,25,Active,2024-02-23
L03519,C17815,B03,Car Loan,4691887,15.8,3,Active,2022-10-19
L03520,C17833,B02,Education Loan,3197279,13.2,5,Closed,2023-01-13
L03521,C18892,B05,Education Loan,858704,13.8,30,Delayed,2023-05-11
L03522,C04276,B02,Personal Loan,3723194,15.2,26,Closed,2022-10-15
L03523,C03512,B02,Home Loan,99999999,11.9,4,Closed,2023-12-24
L03524,C13077,B03,Education Loan,377986,8.7,19,Active,2022-07-29
L03525,C15172,B03,Car Loan,580584,11.1,28,Closed,2022-08-13
L03526,C16648,B03,Personal Loan,4661762,12.0,8,Active,2023-05-24
L03527,C19964,B04,Education Loan,3788090,15.8,5,Active,2023-09-15
L03528,C17948,B03,Home Loan,1950425,8.1,4,Closed,2022-07-26
L03529,C04958,B05,Personal Loan,220465,10.3,12,Closed,2023-09-26
L03530,C05876,B05,Personal Loan,3612233,13.8,13,Active,2024-05-05
L03531,C10055,B04,Personal Loan,2391583,13.5,20,Active,2023-02-10
L03532,C05966,B02,Car Loan,2194068,14.6,19,Active,2024-02-19
L03533,C15177,B01,Car Loan,324749,15.6,19,Active,2023-01-12
L03534,C16454,B01,Personal Loan,1208091,12.3,27,Active,2022-08-12
L03535,C14696,B04,Home Loan,1370114,14.8,9,Active,2023-09-22
L03536,C00182,B01,Personal Loan,2838726,15.7,29,Active,2022-03-04
L03537,C16664,B04,Education Loan,3183856,8.6,28,Active,2022-06-26
L03538,C05745,B03,Home Loan,615442,12.5,12,Default,2024-02-08
L03539,C06965,B04,Home Loan,4760760,11.4,6,Active,2023-09-16
L03540,C11187,B05,Personal Loan,429597,14.1,4,Active,2022-06-22
L03541,C02414,B01,Personal Loan,3430220,9.2,4,Default,2024-04-25
L03542,C14647,B03,Home Loan,1536521,-1.0,29,Default,2023-08-28
L03543,C13529,B05,Personal Loan,4952443,11.3,4,Delayed,2023-12-22
L03544,C08958,B02,Home Loan,2253052,10.6,22,Active,2022-05-24
L03545,C06792,B04,Car Loan,3059552,13.6,30,Active,2022-10-06
L03546,C05689,B04,Home Loan,1378547,10.3,11,Active,2023-02-25
L03547,C12922,B05,Education Loan,1805726,15.1,9,Active,2024-02-06
L03548,C19782,B01,Education Loan,4952341,14.9,28,Actve,2023-06-29
L03549,C09469,B05,Home Loan,4248262,7.8,3,Active,2022-02-10
L03550,C19498,B01,Personal Loan,335058,9.1,28,Active,2024-02-22
L03551,C09173,B01,Car Loan,3451683,13.8,27,Active,2023-08-30
L03552,C00084,B01,Home Loan,4367687,12.1,13,Closed,2023-09-07
L03553,C17631,B04,Personal Loan,3303239,8.2,3,Default,2022-06-20
L03554,C07035,B01,Education Loan,2233729,11.0,3,Default,2022-02-04
L03555,C12810,B04,Home Loan,2223985,7.8,26,Active,2022-11-25
L03556,C09394,B02,Home Loan,3826729,9.7,7,Closed,2022-11-19
L03557,C12491,B04,Education Loan,4584235,9.0,4,Closed,2022-06-10
L03558,C15257,B04,Home Loan,4563312,14.5,28,Active,2023-03-07
L03559,C19418,B02,Car Loan,2960448,14.8,6,Active,2022-12-02
L03560,C19176,B05,Education Loan,3021787,-1.0,3,Active,2022-01-29
L03561,C05395,B02,Personal Loan,3685666,7.7,9,Active,2024-04-12
L03562,C00443,B01,Home Loan,2592253,13.9,26,Active,2023-02-13
L03563,C13771,B04,Home Loan,435563,12.6,30,Active,2023-08-10
L03564,C04067,B01,Personal Loan,3224940,13.3,11,Active,2023-10-21
L03565,C07111,B02,Personal Loan,4066625,7.9,23,Active,2023-01-07
L03566,C15070,B03,Personal Loan,4870775,9.3,8,Active,2022-01-01
L03567,C11979,B05,Home Loan,1582482,9.3,14,Delayed,2024-01-17
L03568,C11975,B04,Education Loan,588650,8.9,28,Delayed,2022-08-31
L03569,C16343,B04,Car Loan,3030261,12.4,30,Active,2022-10-29
L03570,C12644,B03,Education Loan,2915808,10.3,22,Active,2023-09-04
L03571,C18456,B02,Education Loan,3589399,11.4,25,Active,2022-01-03
L03572,C03949,B05,Home Loan,2515646,13.6,4,Delayed,2022-05-15
L03573,C08543,B01,Personal Loan,3434896,12.1,9,Closed,2022-01-07
L03574,C08841,B01,Car Loan,4132973,11.4,26,Closed,2022-07-08
L03575,C16642,B01,Personal Loan,1292887,15.2,25,Active,2023-07-09
L03576,C16704,B04,Personal Loan,706714,12.9,27,Active,2022-12-04
L03577,C06702,B02,Education Loan,3969269,13.3,15,Active,2023-10-15
L03578,C18388,B01,Personal Loan,3277108,9.0,4,Closed,2022-08-12
L03579,C13221,B01,Home Loan,938183,12.6,18,Active,2022-08-30
L03580,C04714,B04,Education Loan,1642564,11.9,10,Default,2022-06-01
L03581,C17553,B03,Home Loan,2857410,15.5,13,Active,2022-06-16
L03582,C03437,B03,Personal Loan,3852685,13.8,30,Active,2022-11-18
L03583,C13709,B04,Education Loan,2772266,14.6,29,Active,2023-08-01
L03584,C18646,B03,Personal Loan,516829,13.1,16,Delayed,2024-02-03
L03585,C14115,B05,Home Loan,3918564,10.3,24,Delayed,2023-03-19
L03586,C10031,B03,Car Loan,4228899,13.1,9,Active,2023-07-28
L03587,C16753,B04,Education Loan,399856,15.7,18,Actve,2023-09-13
L03588,C03789,B02,Education Loan,202111,10.2,5,Delayed,2022-11-01
L03589,C05049,B03,Personal Loan,826423,9.0,19,Default,2022-06-02
L03590,C12899,B01,Car Loan,4445725,10.2,3,Active,2023-01-12
L03591,C14938,B02,Home Loan,4680800,14.1,20,Active,
L03592,C05479,B05,Car Loan,2516947,8.2,10,Delayed,2022-06-17
L03593,C12753,B05,Personal Loan,2235203,15.4,6,Closed,2023-01-15
L03594,C15784,B03,Education Loan,4640463,13.6,19,Default,2023-08-26
L03595,C10918,B02,Car Loan,1383386,12.7,11,Default,2024-05-29
L03596,C03266,B04,Home Loan,243900,9.0,18,Active,2024-01-26
L03597,C19502,B04,Home Loan,4273676,12.1,30,Delayed,2024-05-29
L03598,C07157,B01,Car Loan,4622770,7.6,10,Active,2024-06-13
L03599,C08251,B04,Education Loan,4086113,12.3,29,Active,2024-06-17
L03600,C11456,B01,Personal Loan,2807727,10.0,5,Active,2022-03-31
L03601,C04698,B01,Car Loan,4985159,12.1,17,Default,2022-06-06
L03602,C01479,B03,Education Loan,518306,10.6,8,Default,2024-02-02
L03603,C16786,B04,Home Loan,4430832,11.3,20,Active,2023-02-05
L03604,C15055,B02,Home Loan,4928965,12.2,18,Active,2024-03-03
L03605,C03703,B05,Personal Loan,2800831,15.6,28,Default,2022-04-26
L03606,C10304,B03,Home Loan,1548840,15.9,3,Delayed,2023-06-27
L03607,C14906,B04,Car Loan,1180385,12.7,18,Delayed,2023-01-13
L03608,C19669,B03,Home Loan,1083889,8.7,6,Active,2023-02-01
L03609,C18565,B03,Car Loan,698793,7.9,17,Closed,2022-09-29
L03610,C01329,B02,Car Loan,523394,15.9,24,Closed,2022-03-22
L03611,C16432,B03,Personal Loan,2754729,12.9,12,Active,2022-12-23
L03612,C02842,B02,Education Loan,2683284,12.6,3,Delayed,2022-06-11
L03613,C12664,B01,Personal Loan,718797,7.9,27,Closed,2024-04-24
L03614,C11840,B04,Home Loan,3444145,15.5,18,Default,2024-03-09
L03615,C18464,B02,Home Loan,2753645,8.9,3,Active,2024-02-25
L03616,C11652,B01,Car Loan,1641780,12.1,26,Active,
L03617,C09779,B05,Education Loan,4509293,10.1,24,Active,2022-06-05
L03618,C12121,B04,Car Loan,3535482,10.8,20,Active,2023-06-03
L03619,C01514,B02,Car Loan,2021879,10.3,24,Active,2022-09-16
L03620,C00601,B04,Car Loan,4255215,9.7,22,Delayed,2022-09-02
L03621,C14699,B01,Home Loan,4896955,9.7,29,Active,2024-06-08
L03622,C09941,B02,Car Loan,2379916,8.2,6,Active,2023-03-19
L03623,C14337,B02,Home Loan,3165735,7.7,26,Active,2022-03-26
L03624,C09673,B03,Car Loan,4830192,10.9,4,Active,2024-05-21
L03625,C17308,B03,Education Loan,2381843,8.2,9,Default,2022-05-15
L03626,C06246,B03,Home Loan,712005,10.4,18,Default,2022-10-29
L03627,C08122,B02,Home Loan,2177888,9.5,14,Delayed,2023-03-10
L03628,C05299,B02,Home Loan,3699287,11.7,25,Active,2022-06-30
L03629,C02901,B01,Personal Loan,4901900,12.9,28,Active,2024-03-06
L03630,C02354,B01,Home Loan,3735688,10.8,24,Closed,2022-03-19
L03631,C02054,B02,Home Loan,4815155,11.4,22,Delayed,2022-03-23
L03632,C01995,B04,Home Loan,2875007,15.9,4,Active,2023-12-22
L03633,C06908,B05,Education Loan,3745799,11.2,6,Delayed,2023-01-09
L03634,C08907,B05,Home Loan,869872,11.0,3,Active,2023-01-01
L03635,C15860,B02,Education Loan,4274700,12.3,11,Delayed,2022-06-30
L03636,C16491,B03,Personal Loan,2810038,7.8,6,Closed,2022-02-25
L03637,C10428,B02,Car Loan,332830,-1.0,26,Active,2022-02-12
L03638,C11852,B01,Education Loan,993134,7.9,30,Active,2022-02-14
L03639,C03409,B04,Home Loan,3717396,9.9,4,Active,2023-02-11
L03640,C05235,B01,Home Loan,608394,14.1,7,Active,2022-09-01
L03641,C04837,B01,Home Loan,3256671,9.3,22,Active,2023-12-20
L03642,C09897,B05,Car Loan,2796102,11.7,5,Closed,2023-12-09
L03643,C06969,B05,Education Loan,2414270,13.4,30,Active,2023-07-20
L03644,C04205,B03,Personal Loan,3114870,15.8,17,Active,2022-08-18
L03645,C09606,B03,Personal Loan,3420673,13.0,27,Default,2023-11-02
L03646,C02370,B04,Home Loan,4054334,15.0,29,Delayed,2022-07-23
L03647,C16789,B03,Education Loan,2783729,9.2,29,Delayed,2024-01-27
L03648,C15150,B04,Education Loan,1181797,8.1,12,Closed,2022-12-16
L03649,C19847,B01,Car Loan,4426011,11.7,22,Closed,2022-08-04
L03650,C05377,B05,Car Loan,4673910,12.3,12,Active,2023-09-10
L03651,C11986,B01,Education Loan,1118362,10.2,27,Active,2024-02-29
L03652,C16239,B04,Car Loan,2940822,13.6,29,Active,2023-04-18
L03653,C07784,B05,Education Loan,2495097,12.2,16,Delayed,2022-06-13
L03654,C18688,B01,Car Loan,3295938,12.5,21,Active,2023-06-11
L03655,C03668,B02,Car Loan,491734,15.1,23,Delayed,2024-03-25
L03656,C03429,B02,Home Loan,1002385,8.9,4,Active,2023-10-31
L03657,C10221,B03,Home Loan,975226,10.3,8,Active,2023-09-06
L03658,C07099,B01,Education Loan,4043588,14.0,18,Active,2023-06-22
L03659,C12263,B03,Car Loan,3165504,11.7,23,Active,2022-10-13
L03660,C17055,B05,Personal Loan,3356035,15.0,5,Active,2022-04-11
L03661,C06539,B01,Personal Loan,1712237,8.8,7,Active,2023-05-06
L03662,C14807,B05,Home Loan,1087609,11.4,26,Default,2024-01-27
L03663,C06479,B04,Personal Loan,668828,14.0,24,Active,2022-07-10
L03664,C00878,B03,Home Loan,2606845,12.8,22,Delayed,2022-10-15
L03665,C16571,B03,Education Loan,3831913,8.7,27,Active,2024-01-31
L03666,C10458,B01,Car Loan,2053189,13.4,18,Active,2022-03-09
L03667,C13200,B05,Education Loan,4872535,12.1,25,Active,2023-12-04
L03668,C07468,B01,Personal Loan,4990657,15.8,25,Closed,2022-01-20
L03669,C09006,B01,Home Loan,526135,12.9,10,Active,2022-10-03
L03670,C16385,B04,Education Loan,4924835,10.2,8,Active,2022-07-23
L03671,C11155,B01,Education Loan,3887965,12.1,7,Delayed,2022-10-29
L03672,C02969,B01,Personal Loan,3037670,8.6,19,Delayed,2024-01-28
L03673,C10095,B02,Education Loan,1135144,13.9,5,Active,2023-11-21
L03674,C02693,B03,Car Loan,2051146,14.8,10,Active,2022-07-19
L03675,C03488,B02,Home Loan,4168745,12.5,19,Default,2022-05-20
L03676,C19703,B05,Personal Loan,2488087,12.3,7,Closed,2023-01-14
L03677,C17407,B05,Education Loan,4559305,8.4,26,Active,2024-02-10
L03678,C17340,B03,Car Loan,1473697,9.0,4,Active,2022-04-06
L03679,C01820,B03,Home Loan,1689926,15.7,12,Default,2022-03-21
L03680,C19952,B03,Home Loan,3912394,10.9,30,Active,2022-01-14
L03681,C04261,B02,Personal Loan,781790,14.1,13,Active,2023-10-05
L03682,C03562,B03,Personal Loan,2615745,15.1,6,Delayed,2022-11-10
L03683,C11235,B02,Education Loan,1824878,8.3,9,Active,2023-09-08
L03684,C07616,B05,Home Loan,2871725,15.1,24,Closed,2022-07-10
L03685,C09223,B03,Home Loan,988348,9.0,21,Active,2022-01-16
L03686,C17315,B03,Personal Loan,417022,14.1,22,Active,2024-01-08
L03687,C11907,B02,Personal Loan,3895573,9.8,16,Active,2023-06-16
L03688,C05986,B01,Car Loan,608612,14.7,22,Delayed,2023-09-27
L03689,C18394,B01,Personal Loan,2048004,11.4,19,Closed,2023-12-01
L03690,C14115,B02,Home Loan,1230162,11.4,14,Delayed,2023-04-11
L03691,C05720,B04,Personal Loan,3557906,12.4,30,Active,2024-01-16
L03692,C01087,B05,Car Loan,2303286,14.7,14,Active,2022-02-20
L03693,C03015,B04,Personal Loan,4999697,10.0,22,Active,2023-04-03
L03694,C04078,B01,Education Loan,2301849,15.8,13,Delayed,2024-03-26
L03695,C02426,B01,Home Loan,1472983,14.6,9,Delayed,2022-12-21
L03696,C18489,B03,Education Loan,4277283,10.8,5,Delayed,2023-07-23
L03697,C01182,B03,Home Loan,4157993,7.7,28,Closed,2024-03-20
L03698,C18968,B01,Home Loan,3941690,9.0,3,Active,2023-03-09
L03699,C15816,B03,Home Loan,2389312,12.2,30,Default,2024-04-19
L03700,C01517,B01,Home Loan,3245187,14.6,14,Delayed,2022-07-09
L03701,C09150,B04,Home Loan,1517358,15.5,16,Active,2022-05-04
L03702,C00138,B05,Education Loan,351061,10.7,16,Active,2022-04-17
L03703,C05117,B01,Car Loan,631847,7.9,4,Active,2023-09-02
L03704,C05407,B02,Car Loan,2846582,13.5,7,Active,2023-09-23
L03705,C13482,B04,Personal Loan,1342164,10.2,29,Default,2022-03-12
L03706,C03820,B04,Home Loan,4927454,12.6,18,Delayed,2022-08-06
L03707,C15548,B03,Home Loan,506933,10.9,14,Active,2023-12-20
L03708,C14097,B05,Car Loan,99999999,12.9,6,Delayed,2022-01-27
L03709,C18743,B03,Personal Loan,2896894,9.6,19,Active,2022-03-15
L03710,C11025,B04,Home Loan,2848511,-1.0,11,Active,2024-05-03
L03711,C07989,B03,Education Loan,2639642,9.0,17,Active,2022-07-24
L03712,C14387,B05,Home Loan,426229,15.3,10,Active,2022-12-30
L03713,C13789,B03,Home Loan,3393484,14.9,20,Closed,2023-07-20
L03714,C04202,B01,Car Loan,1458484,14.7,18,Closed,2024-05-02
L03715,C05413,B05,Home Loan,1450866,12.7,29,Active,2023-12-24
L03716,C12793,B03,Car Loan,3106995,11.0,22,Active,2023-10-03
L03717,C17310,B04,Car Loan,99999999,9.4,11,Active,2024-02-08
L03718,C10490,B03,Personal Loan,4351220,13.0,9,Default,2024-02-20
L03719,C18174,B02,Personal Loan,4312032,10.2,15,Active,2022-04-07
L03720,C10922,B02,Home Loan,3853837,12.6,7,Closed,2022-05-09
L03721,C12606,B01,Home Loan,2258515,10.5,3,Delayed,2023-08-29
L03722,C07304,B01,Home Loan,4214703,7.6,3,Active,2023-07-08
L03723,C13179,B02,Car Loan,4547499,12.8,3,Delayed,2022-12-14
L03724,C01540,B04,Education Loan,3999746,15.9,7,Closed,2023-04-28
L03725,C13193,B01,Education Loan,216871,11.5,24,Default,2022-09-29
L03726,C08029,B04,Education Loan,3204731,8.8,25,Active,2022-04-17
L03727,C11832,B04,Personal Loan,4592949,13.8,23,Active,2022-09-29
L03728,C19750,B04,Personal Loan,2753020,11.8,26,Active,2022-01-05
L03729,C08776,B04,Home Loan,590650,13.5,30,Active,2022-07-03
L03730,C13543,B05,Car Loan,1920001,15.0,26,Active,2022-12-18
