Alert_ID,Customer_ID,Alert_Date,Alert_Type,Risk_Level
F002013,C06560,2023-09-11,Location Mismatch,Medium
F002014,C10921,2023-08-21,Location Mismatch,Medium
F002015,C05343,2023-02-25,Location Mismatch,Medium
F002016,C12422,2023-02-25,Location Mismatch,High
F002017,C03405,2023-12-28,Location Mismatch,Medium
F002018,C06221,2023-03-15,Multiple Transactions,Low
F002019,C06865,2023-06-29,Multiple Transactions,
F002020,C13841,2023-01-07,High Amount,Medium
F002021,C00024,2023-01-04,Location Mismatch,Low
F002022,C09894,2023-03-07,Multiple Transactions,
F002023,C07586,2023-06-02,Location Mismatch,High
F002024,C02494,2023-02-15,Multiple Transactions,High
F002025,C06772,2023-07-13,Multiple Transactions,Medium
F002026,C05320,2023-06-21,High Amount,Low
F002027,C08926,2023-10-24,Multiple Transactions,Medium
F002028,C18998,2023-04-30,Multiple Transactions,Medium
F002029,C01402,2023-07-03,Multiple Transactions,High
F002030,C03202,2023-03-05,Location Mismatch,High
F002031,C03538,2023-06-22,Location Mismatch,Medium
F002032,C08282,2023-08-01,Location Mismatch,Medium
F002033,C09026,2023-09-23,Multiple Transactions,Medium
F002034,C08676,2023-06-04,Multiple Transactions,Low
F002035,C12420,2023-12-04,Multiple Transactions,High
F002036,C02908,2023-09-24,Multiple Transactions,High
F002037,C06091,2023-03-24,Multiple Transactions,High
F002038,C12838,2023-06-09,High Amount,Medium
F002039,C15731,2023-08-04,High Amount,High
F002040,C04848,2023-08-27,Location Mismatch,Medium
F002041,C13105,2023-11-22,Location Mismatch,High
F002042,C18863,2023-10-06,Multiple Transactions,Low
F002043,C02115,2023-04-16,Location Mismatch,High
F002044,C00624,2023-08-08,Location Mismatch,High
F002045,C18157,2023-11-03,Multiple Transactions,Low
F002046,C13138,2023-01-18,Multiple Transactions,High
F002047,C13419,2023-07-07,Multiple Transactions,Low
F002048,C04024,2023-04-16,Location Mismatch,High
F002049,C04746,2023-04-15,Location Mismatch,Low
F002050,C12585,2023-12-20,High Amount,Medium
F002051,C11835,2023-05-26,Location Mismatch,Medium
F002052,C01655,2023-10-29,High Amount,High
F002053,C19653,2023-07-06,High Amount,High
F002054,C15047,2023-09-13,Location Mismatch,Medium
F002055,C06557,2023-04-18,High Amount,High
F002056,C08171,2023-12-30,High Amount,High
F002057,C11531,2023-05-21,Multiple Transactions,Medium
F002058,C04626,2023-06-15,High Amount,Low
F002059,C07736,2023-03-20,HighAmount,
F002060,C05817,2023-03-11,High Amount,Medium
F002061,C06032,2023-02-23,Multiple Transactions,Medium
F002062,C14247,2023-03-25,High Amount,Medium
F002063,C08548,2023-04-29,Location Mismatch,Medium
F002064,C17101,2023-04-11,Location Mismatch,Medium
F002065,C18440,2023-02-16,Multiple Transactions,
F002066,C06625,2023-02-08,High Amount,Medium
F002067,C17082,2023-04-16,High Amount,Low
F002068,C14730,2023-10-21,Multiple Transactions,
F002069,C19522,2023-10-16,High Amount,High
F002070,C09927,2023-03-24,Multiple Transactions,Low
F002071,C05258,2023-09-29,Location Mismatch,Medium
F002072,C16757,2023-05-12,High Amount,Medium
F002073,C04202,2023-08-07,Location Mismatch,Low
F002074,C15151,2023-02-21,High Amount,Low
F002075,C02819,2023-01-02,Multiple Transactions,Low
F002076,C00330,2023-04-05,Multiple Transactions,Medium
F002077,C03128,2023-01-06,High Amount,Medium
F002078,C12431,2023-06-03,Location Mismatch,High
F002079,C11613,2023-05-29,Multiple Transactions,Medium
F002080,C14576,2023-07-22,Multiple Transactions,Medium
F002081,C06680,2023-07-15,Location Mismatch,
F002082,C02548,2023-09-27,Multiple Transactions,Medium
F002083,C07033,2023-08-19,Multiple Transactions,High
F002084,C12226,2023-01-02,High Amount,Medium
F002085,C06015,2023-08-19,Multiple Transactions,Medium
F002086,C03367,2023-04-10,Multiple Transactions,Medium
F002087,C01923,2023-11-17,Location Mismatch,Medium
F002088,C19203,2023-07-01,HighAmount,Medium
F002089,C09209,2023-04-20,Multiple Transactions,High
F002090,C17638,2023-03-15,Multiple Transactions,Medium
F002091,C14532,2023-02-08,High Amount,High
F002092,C07751,2023-11-07,High Amount,Low
F002093,C15859,2023-12-02,Location Mismatch,High
F002094,C18349,2023-03-21,Multiple Transactions,
F002095,C15449,2023-06-11,Location Mismatch,Low
F002096,C19381,2023-04-30,High Amount,High
F002097,C07176,2023-07-21,Location Mismatch,Medium
F002098,C03866,2023-07-13,Location Mismatch,Medium
F002099,C00709,2023-09-04,High Amount,
F002100,C17068,2023-03-11,Multiple Transactions,High
F002101,C03490,2023-01-04,Multiple Transactions,Low
F002102,C15136,2023-03-29,Multiple Transactions,Medium
F002103,C03387,2023-09-24,Location Mismatch,High
F002104,C15713,2023-12-20,High Amount,High
F002105,C07906,2023-01-20,Multiple Transactions,Medium
F002106,C13640,2023-01-07,Multiple Transactions,Low
F002107,C00409,2023-08-23,Multiple Transactions,Medium
F002108,C17745,2023-06-27,Location Mismatch,Medium
F002109,C00536,2023-12-18,Location Mismatch,Low
F002110,C13865,2023-09-19,Location Mismatch,Medium
F002111,C07989,2023-06-12,Multiple Transactions,
F002112,C05762,2023-11-11,Multiple Transactions,Low
F002113,C04799,2023-09-25,High Amount,Medium
F002114,C11614,2023-07-23,Multiple Transactions,High
F002115,C18051,2023-05-22,High Amount,Medium
F002116,C07824,2023-03-08,High Amount,Medium
F002117,C17529,2023-09-20,High Amount,Low
F002118,C12976,2023-12-20,High Amount,High
F002119,C18985,2023-02-03,Location Mismatch,Medium
F002120,C05488,2023-06-06,High Amount,Medium
F002121,C07003,2023-06-13,Multiple Transactions,Medium
F002122,C07262,2023-08-30,Multiple Transactions,High
F002123,C08525,2023-08-28,Location Mismatch,High
F002124,C03583,2023-10-21,Multiple Transactions,Medium
F002125,C12529,2023-07-14,Location Mismatch,Medium
F002126,C17566,2023-06-19,Location Mismatch,High
F002127,C13189,2023-03-21,High Amount,Low
F002128,C02259,2023-07-20,Multiple Transactions,High
F002129,C13924,2023-02-26,High Amount,
F002130,C09953,2023-12-13,Multiple Transactions,High
F002131,C14715,2023-07-22,Location Mismatch,High
F002132,C01838,2023-10-05,HighAmount,Medium
F002133,C08577,2023-12-03,Location Mismatch,Low
F002134,C12831,2023-09-09,High Amount,Low
F002135,C06745,2023-09-27,High Amount,Low
F002136,C06519,2023-03-16,Location Mismatch,Low
F002137,C01794,2023-12-18,High Amount,High
F002138,C11318,2023-07-22,Multiple Transactions,High
F002139,C04151,2023-05-28,Location Mismatch,Low
F002140,C00882,2023-01-22,High Amount,Medium
F002141,C17726,2023-06-09,Multiple Transactions,Medium
F002142,C09409,2023-06-09,Multiple Transactions,Medium
F002143,C04753,2023-10-14,Multiple Transactions,Low
F002144,C15856,2023-09-02,High Amount,Medium
F002145,C06638,2023-11-21,High Amount,Low
F002146,C02513,2023-06-18,High Amount,High
F002147,C06930,2023-12-15,Multiple Transactions,Low
F002148,C04540,2023-04-22,High Amount,Medium
F002149,C03004,2023-03-07,Multiple Transactions,Low
F002150,C01018,2023-03-10,Multiple Transactions,High
F002151,C02013,2023-01-14,Multiple Transactions,Medium
F002152,C04105,2023-08-16,High Amount,Medium
F002153,C13064,2023-08-02,High Amount,Medium
F002154,C07564,2023-06-28,High Amount,Medium
F002155,C03348,2023-12-30,Location Mismatch,High
F002156,C04142,2023-12-16,Multiple Transactions,Medium
F002157,C04809,2023-03-18,Location Mismatch,High
F002158,C09318,2023-04-23,Location Mismatch,Low
F002159,C14503,2023-06-07,Location Mismatch,Medium
F002160,C09846,2023-07-26,Location Mismatch,Low
F002161,C14909,2023-01-07,Multiple Transactions,Low
F002162,C13082,2023-12-04,High Amount,High
F002163,C06068,2023-12-12,High Amount,Medium
F002164,C08683,2023-07-31,Location Mismatch,Medium
F002165,C11974,2023-03-05,Multiple Transactions,Medium
F002166,C09385,2023-06-10,Location Mismatch,Low
F002167,C09125,2023-02-21,Multiple Transactions,High
F002168,C03435,2023-05-05,HighAmount,Low
F002169,C17122,2023-12-13,Multiple Transactions,Medium
F002170,C19417,2023-06-30,Multiple Transactions,Medium
F002171,C11603,2023-01-01,Location Mismatch,
F002172,C10345,2023-08-06,Location Mismatch,
F002173,C05675,2023-12-14,High Amount,Medium
F002174,C13738,2023-09-27,Location Mismatch,Medium
F002175,C07925,2023-05-05,High Amount,
F002176,C11086,2023-03-12,Multiple Transactions,
F002177,C01329,2023-12-11,High Amount,Medium
F002178,C12603,2023-04-17,Multiple Transactions,Medium
F002179,C01176,2023-01-21,Multiple Transactions,Medium
F002180,C19948,2023-09-17,Multiple Transactions,
F002181,C05234,2023-10-09,Location Mismatch,Low
F002182,C17059,2023-12-22,Multiple Transactions,Medium
F002183,C06785,2023-11-15,High Amount,Low
F002184,C14566,2023-07-06,Location Mismatch,Medium
F002185,C04650,2023-09-02,Multiple Transactions,Low
F002186,C04918,2023-12-30,Multiple Transactions,Low
F002187,C19648,2023-07-11,High Amount,High
F002188,C19275,2023-01-18,Location Mismatch,High
F002189,C14312,2023-04-28,High Amount,Low
F002190,C00838,2023-06-24,High Amount,Low
F002191,C11270,2023-03-25,High Amount,
F002192,C00823,2023-10-06,Location Mismatch,High
F002193,C01122,2023-10-20,Multiple Transactions,Low
F002194,C07210,2023-03-24,Multiple Transactions,
F002195,C12011,2023-09-25,High Amount,High
F002196,C06445,2023-05-29,Location Mismatch,High
F002197,C14305,2023-08-06,High Amount,Medium
F002198,C01740,2023-04-22,High Amount,Low
F002199,C04453,2023-12-03,High Amount,High
F002200,C03214,2023-09-01,HighAmount,Low
F002201,C11221,2023-12-29,Multiple Transactions,High
F002202,C07043,2023-03-01,Multiple Transactions,Medium
F002203,C11940,2023-11-02,Multiple Transactions,Medium
F002204,C04278,2023-04-27,Location Mismatch,High
F002205,C06070,2023-05-05,Multiple Transactions,Medium
F002206,C06573,2023-10-22,Location Mismatch,High
F002207,C16802,2023-08-31,High Amount,High
F002208,C09315,2023-09-06,Multiple Transactions,Medium
F002209,C13841,2023-03-28,Location Mismatch,High
F002210,C00302,2023-02-25,Multiple Transactions,Low
F002211,C19246,2023-01-24,Location Mismatch,Medium
F002212,C02670,2023-07-01,High Amount,High
F002213,C07546,2023-08-03,HighAmount,Low
F002214,C14025,2023-04-02,Multiple Transactions,High
F002215,C13449,2023-02-24,High Amount,Medium
F002216,C05542,2023-06-28,Location Mismatch,Low
F002217,C19890,2023-07-18,Multiple Transactions,High
F002218,C02135,2023-10-05,Multiple Transactions,
F002219,C19870,2023-04-21,Multiple Transactions,Medium
F002220,C18244,2023-01-04,High Amount,High
F002221,C00333,2023-11-05,Location Mismatch,Medium
F002222,C07648,2023-04-14,High Amount,Medium
F002223,C14434,2023-03-30,Location Mismatch,Medium
F002224,C13122,2023-06-02,High Amount,Medium
F002225,C09876,2023-04-26,Multiple Transactions,Low
F002226,C02592,2023-07-29,High Amount,Medium
F002227,C05897,2023-06-21,High Amount,High
F002228,C05243,2023-04-07,Location Mismatch,Medium
F002229,C14569,2023-05-05,High Amount,Low
F002230,C03307,2023-11-07,High Amount,Medium
F002231,C15736,2023-09-09,Multiple Transactions,Low
F002232,C14923,2023-01-10,Location Mismatch,
F002233,C17524,2023-05-28,Location Mismatch,Medium
F002234,C13030,2023-05-05,High Amount,Medium
F002235,C10728,2023-06-06,High Amount,Low
F002236,C16085,2023-06-29,Multiple Transactions,Low
F002237,C14073,2023-03-15,Multiple Transactions,Low
F002238,C03675,2023-11-07,High Amount,Medium
F002239,C18181,2023-09-09,Multiple Transactions,High
F002240,C03129,2023-03-23,High Amount,High
F002241,C03883,2023-06-29,High Amount,Low
F002242,C13527,2023-09-02,Location Mismatch,Low
F002243,C12078,2023-05-29,Multiple Transactions,Medium
F002244,C10634,2023-11-02,High Amount,High
F002245,C04353,2023-02-05,Location Mismatch,Low
F002246,C06135,2023-08-07,High Amount,High
F002247,C01533,2023-06-18,High Amount,High
F002248,C10027,2023-05-22,High Amount,Low
F002249,C10084,2023-10-02,Location Mismatch,Medium
F002250,C12820,2023-06-30,Location Mismatch,High
F002251,C15246,2023-04-30,Location Mismatch,Low
F002252,C10364,2023-10-03,High Amount,Low
F002253,C00602,2023-04-01,Multiple Transactions,
F002254,C05542,2023-04-18,Multiple Transactions,Low
F002255,C01251,2023-02-02,Multiple Transactions,Medium
F002256,C07732,2023-08-08,High Amount,Medium
F002257,C06958,2023-04-24,HighAmount,Medium
F002258,C06665,2023-01-05,High Amount,Low
F002259,C05951,2023-07-19,Multiple Transactions,Low
F002260,C17163,2023-03-15,Multiple Transactions,Low
F002261,C15578,2023-01-17,Location Mismatch,Low
F002262,C17308,2023-04-07,High Amount,Medium
F002263,C04273,2023-09-07,Multiple Transactions,Medium
F002264,C07179,2023-11-27,Location Mismatch,High
F002265,C00248,2023-09-20,Location Mismatch,Medium
F002266,C06010,2023-02-15,Multiple Transactions,Low
F002267,C16924,2023-01-21,HighAmount,High
F002268,C07176,2023-02-09,HighAmount,Low
F002269,C04255,2023-04-28,Multiple Transactions,Low
F002270,C07670,2023-12-12,Multiple Transactions,
F002271,C07320,2023-06-15,Location Mismatch,High
F002272,C02340,2023-09-29,Multiple Transactions,Low
F002273,C09159,2023-08-06,Multiple Transactions,
F002274,C10856,2023-09-22,Location Mismatch,Medium
F002275,C03098,2023-11-29,High Amount,Medium
F002276,C03741,2023-09-28,High Amount,Medium
F002277,C04218,2023-10-20,Multiple Transactions,Low
F002278,C06837,2023-01-11,High Amount,Medium
F002279,C04432,2023-01-18,High Amount,Medium
F002280,C18981,2023-06-23,Location Mismatch,Low
F002281,C07184,2023-11-15,High Amount,High
F002282,C05845,2023-09-12,Multiple Transactions,Low
F002283,C07329,2023-04-22,Multiple Transactions,Low
F002284,C02418,2023-11-28,High Amount,Medium
F002285,C16931,2023-02-23,Location Mismatch,High
F002286,C12976,2023-06-26,Multiple Transactions,High
F002287,C12667,2023-06-10,HighAmount,Low
F002288,C10201,2023-04-02,Location Mismatch,Medium
F002289,C02223,2023-09-05,Multiple Transactions,High
F002290,C09959,2023-09-25,High Amount,Low
F002291,C10991,2023-08-25,Location Mismatch,High
F002292,C12845,2023-08-08,High Amount,Medium
F002293,C01405,2023-04-30,Location Mismatch,Medium
F002294,C16304,2023-05-30,High Amount,Low
F002295,C07594,2023-07-03,Multiple Transactions,Medium
F002296,C11324,2023-04-09,Location Mismatch,High
F002297,C14932,2023-11-23,Location Mismatch,Low
F002298,C04306,2023-04-14,Location Mismatch,High
F002299,C08885,2023-09-21,Location Mismatch,Low
F002300,C08375,2023-08-01,Location Mismatch,Medium
F002301,C06200,2023-09-29,Multiple Transactions,High
F002302,C04644,2023-02-07,Multiple Transactions,Low
F002303,C11624,2023-08-12,Multiple Transactions,Medium
F002304,C06698,2023-06-23,Location Mismatch,Low
F002305,C13356,2023-09-05,High Amount,Low
F002306,C19907,2023-09-26,High Amount,Medium
F002307,C14745,2023-12-02,HighAmount,High
F002308,C07981,2023-02-09,Location Mismatch,Low
F002309,C12475,2023-02-09,HighAmount,High
F002310,C11079,2023-05-31,Multiple Transactions,Low
F002311,C03575,2023-08-26,Multiple Transactions,Low
F002312,C03488,2023-12-24,Multiple Transactions,
F002313,C14708,2023-12-28,Multiple Transactions,Low
F002314,C06258,2023-07-29,Location Mismatch,Low
F002315,C13349,2023-05-02,Location Mismatch,Medium
F002316,C00298,2023-04-13,HighAmount,High
F002317,C03207,2023-03-09,Multiple Transactions,High
F002318,C08022,2023-12-23,Multiple Transactions,Medium
F002319,C08204,2023-06-29,Multiple Transactions,Medium
F002320,C06686,2023-10-02,Multiple Transactions,Medium
F002321,C07572,2023-01-22,Location Mismatch,High
F002322,C01366,2023-01-15,Location Mismatch,Low
F002323,C04774,2023-10-25,High Amount,Medium
F002324,C15673,2023-08-09,Location Mismatch,High
F002325,C17523,2023-04-26,Location Mismatch,Medium
F002326,C10524,2023-07-03,Location Mismatch,Low
F002327,C09712,2023-10-15,High Amount,High
F002328,C16579,2023-09-26,High Amount,Low
F002329,C17414,2023-01-24,Location Mismatch,Low
F002330,C03591,2023-10-23,Location Mismatch,Medium
F002331,C06340,2023-07-26,High Amount,Low
F002332,C15295,2023-01-30,High Amount,Low
F002333,C03437,2023-01-17,Location Mismatch,Medium
F002334,C13092,2023-11-20,HighAmount,Low
F002335,C08952,2023-12-08,High Amount,High
F002336,C00147,2023-10-20,HighAmount,High
F002337,C00985,2023-12-08,High Amount,Low
F002338,C03536,2023-08-29,High Amount,Medium
F002339,C09177,2023-12-12,High Amount,Medium
F002340,C14960,2023-12-21,Multiple Transactions,High
F002341,C03126,2023-07-11,Multiple Transactions,Low
F002342,C15254,2023-11-13,Location Mismatch,Medium
F002343,C04895,2023-01-09,Multiple Transactions,Low
F002344,C07644,2023-03-07,Location Mismatch,Low
F002345,C06741,2023-12-02,High Amount,
F002346,C07474,2023-03-03,Multiple Transactions,Medium
F002347,C18442,2023-03-31,Location Mismatch,Medium
F002348,C12228,2023-03-01,High Amount,Low
F002349,C00492,2023-02-19,Location Mismatch,Medium
F002350,C11215,2023-09-05,Location Mismatch,
F002351,C04436,2023-06-26,High Amount,Medium
F002352,C01315,2023-02-08,High Amount,High
F002353,C16636,2023-08-15,Location Mismatch,Low
F002354,C02674,2023-03-27,Multiple Transactions,Medium
F002355,C17562,2023-05-20,Multiple Transactions,Low
F002356,C06920,2023-11-06,Multiple Transactions,Medium
F002357,C11761,2023-04-13,Multiple Transactions,High
F002358,C01773,2023-07-19,HighAmount,High
F002359,C07815,2023-01-24,Multiple Transactions,Low
F002360,C12208,2023-03-27,Multiple Transactions,High
F002361,C03464,2023-01-25,Multiple Transactions,Medium
F002362,C01173,2023-11-23,Multiple Transactions,High
F002363,C18211,2023-05-16,Location Mismatch,Medium
F002364,C08290,2023-07-02,Location Mismatch,High
F002365,C07269,2023-11-08,High Amount,High
F002366,C05530,2023-05-03,Location Mismatch,High
F002367,C07509,2023-08-13,HighAmount,Medium
F002368,C17123,2023-11-19,High Amount,Low
F002369,C09584,2023-10-26,High Amount,High
F002370,C06749,2023-10-13,Multiple Transactions,Medium
F002371,C04253,2023-03-11,High Amount,Medium
F002372,C11768,2023-03-03,Location Mismatch,Low
F002373,C16119,2023-11-25,High Amount,Medium
F002374,C13962,2023-04-06,HighAmount,Medium
F002375,C19346,2023-05-12,High Amount,High
F002376,C06937,2023-06-07,Location Mismatch,High
F002377,C18623,2023-07-12,Multiple Transactions,Medium
F002378,C07135,2023-06-29,Location Mismatch,High
F002379,C07529,2023-08-16,High Amount,High
F002380,C00527,2023-10-08,High Amount,Low
F002381,C14944,2023-12-19,High Amount,Low
F002382,C03046,2023-09-09,Location Mismatch,Medium
F002383,C10042,2023-10-01,Location Mismatch,Medium
F002384,C10957,2023-11-09,High Amount,Medium
F002385,C09176,2023-09-01,Multiple Transactions,Medium
F002386,C19995,2023-04-21,High Amount,Low
F002387,C08801,2023-08-28,Multiple Transactions,Low
F002388,C04901,2023-01-19,High Amount,Medium
F002389,C17250,2023-12-10,Location Mismatch,High
F002390,C10219,2023-09-01,High Amount,Low
F002391,C03392,2023-06-29,Multiple Transactions,High
